index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,matched,confidence
16,xA_fZepF05Ydu4iiJqfYPg,Sunny Hills Pre-School,7400 SW Scholls Ferry Rd,Beaverton,OR,97008,45.4665123,-122.7778325,5.0,8,1,,"Elementary Schools, Active Life, Education, Preschools, Private Schools, Summer Camps","{'Monday': '8:45-13:0', 'Tuesday': '8:45-13:0', 'Wednesday': '8:45-13:0', 'Thursday': '8:45-13:0', 'Friday': '8:45-13:0'}","[""name: ('Sunny Hills Preschool & Kindergarten',)"", 'full address: 7400 SW Scholls Ferry Rd, Beaverton, OR 97008, USA', 'coordinates: (45.46646750000001, -122.7761935)', 'postal code: 97008', 'state: OR']",60.0
17,OqsJmRh49oLaQdGQbCM5dQ,The Barbashop,"1023 Springdale Rd, Bldg 1, Ste H",Austin,TX,78721,30.2673755224,-97.6938132996,4.5,9,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': 'None', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'""}","Barbers, Beauty & Spas, Men's Hair Salons, Hair Salons","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0'}","[""name: ('The Barbashop',)"", 'full address: Inside Building #1, 1023 Springdale Rd, Austin, TX 78721, USA', 'coordinates: (30.2677157, -97.69391859999999)', 'postal code: 78721', 'state: TX']",60.0
18,P71FS9n2zzlLZqiiborS6A,Freshii,"180 West Esplanade, Unit 2",North Vancouver,BC,V7J 1C6,49.3125469,-123.0821075,4.0,7,1,"{'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Salad, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food, Fast Food, Restaurants, Vegetarian","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}","[""name: ('Freshii',)"", 'full address: 180 Esplanade W #2, North Vancouver, BC V7M 1A3, Canada', 'coordinates: (49.31246669999999, -123.0822583)', 'postal code: V7M 1A3', 'state: BC']",40.0
19,EuAZ-e6dauZkZ5Dg_slhWA,Courier Coffee Roasters,923 SW Oak St,Portland,OR,97205,45.5227762896,-122.6805683487,4.5,308,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False'}","Food, Coffee & Tea, Coffee Roasteries",{'Sunday': '3:0-3:15'},"[""name: ('Courier Coffee',)"", 'full address: 923 SW Oak St, Portland, OR 97205, USA', 'coordinates: (45.5227806, -122.6804722)', 'postal code: 97205', 'state: OR']",80.0
20,NuJdvrSl74RUbfb1euGv1w,Sponge & Sparkle,3374 Hardee Ave,Atlanta,GA,30341,33.8822444,-84.3073372,4.0,36,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Local Services, Home Services, Home Cleaning, Carpet Cleaning","{'Monday': '7:0-15:30', 'Tuesday': '7:0-15:30', 'Wednesday': '7:0-15:30', 'Thursday': '7:0-15:30', 'Friday': '7:0-15:30'}",,
21,O4MyWU66SVOFDk9khKt51w,BC Liquor Store,5555 Cambie Street,Vancouver,BC,V5Z 3A3,49.2346978,-123.1167789,4.5,43,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Food, Beer, Wine & Spirits","{'Monday': '9:30-23:0', 'Tuesday': '9:30-23:0', 'Wednesday': '9:30-23:0', 'Thursday': '9:30-23:0', 'Friday': '9:30-23:0', 'Saturday': '9:30-23:0', 'Sunday': '9:30-21:0'}","[""name: ('BC Liquor Stores',)"", 'full address: 5555 Cambie St, Vancouver, BC V5Z 3A3, Canada', 'coordinates: (49.2345848, -123.1166077)', 'postal code: V5Z 3A3', 'state: BC']",80.0
22,2DdyjryEFi09ceftRcZiLQ,Crew's Cup Lounge - Temporarily Unavailable,1700 Epcot Resorts Blvd,Orlando,FL,32830,28.3709392,-81.5582492,4.0,47,1,"{'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'loud'"", 'HappyHour': 'False', 'WiFi': ""'free'"", 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Nightlife, Lounges, Bars","{'Monday': '0:0-0:0', 'Tuesday': '16:30-23:0', 'Wednesday': '16:30-23:0', 'Thursday': '16:30-23:0', 'Sunday': '16:30-23:0'}","['name: (""Crew\'s Cup Lounge"",)', 'full address: 1700 Epcot Resorts Blvd, Orlando, FL 32830, USA', 'coordinates: (28.3709392, -81.55824919999999)', 'postal code: 32830', 'state: FL']",80.0
23,lP4YNGIOduiuHNImvipXUw,Dom's Pizza and Subs,79 Bridge St,Beverly,MA,01915,42.5507228772,-70.8947584532,4.5,23,1,"{'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True'}","Pizza, Sandwiches, Restaurants","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}","['name: (""Dom\'s Pizza and Subs"",)', 'full address: 79 Bridge St, Beverly, MA 01915, USA', 'coordinates: (42.5508003, -70.89499529999999)', 'postal code: 01915', 'state: MA']",80.0
24,9jgi_QEqJy7y9s5YVFyy6g,Creative Mischief,"50 Hurt Plz, Ste 1650",Atlanta,GA,30303,33.7543349,-84.3868116,3.5,5,1,,"Professional Services, Marketing","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",,
25,PEpuSRW55eHVu23jf391TQ,Mopac Media,6400 Arnold Dr,Austin,TX,78723,30.3100032,-97.6740778,4.5,18,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False'}","Photography Stores & Services, Local Services, Video/Film Production, Event Planning & Services, Audio/Visual Equipment Rental, Party Equipment Rentals, Shopping, Party & Event Planning, Professional Services, Videographers","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '11:0-16:0'}","[""name: ('Mopac Media',)"", 'full address: 6400 Arnold Dr, Austin, TX 78723, USA', 'coordinates: (30.310003, -97.674078)', 'postal code: 78723', 'state: TX']",80.0
26,zmRHDJq8qgWoVYobHL2ggg,Apple Altamonte,451 E Altamonte Dr,Altamonte Springs,FL,32701,28.666641,-81.377394,3.0,119,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True', 'BusinessParking': 'None', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'None'}","Electronics, Mobile Phones, Computers, IT Services & Computer Repair, Local Services, Shopping","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}","[""name: ('Apple Altamonte',)"", 'full address: 451 E Altamonte Dr, Altamonte Springs, FL 32701, USA', 'coordinates: (28.666673, -81.37702449999999)', 'postal code: 32701', 'state: FL']",80.0
27,YbObWP2k0efYoBhlRbZKVA,Austin Retina Associates - Main,"801 W 38th St, Ste 200",Austin,TX,78705,30.3043979,-97.741789,3.5,45,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Optometrists, Health & Medical, Ophthalmologists, Retina Specialists, Doctors","{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}","[""name: ('Austin Retina Associates - Main',)"", 'full address: 801 W 38th St Suite 200, Austin, TX 78705, USA', 'coordinates: (30.3043979, -97.741789)', 'postal code: 78705', 'state: TX']",60.0
28,HzbNxYZ_h4PWBbGMXyZN6g,Bob Gordon - Berkshire Hathaway HomeServices,4710 Table Mesa Dr,Boulder,CO,80305,39.9850594,-105.2390055,5.0,6,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}","Real Estate, Real Estate Agents, Home Services, Real Estate Services","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}","[""name: ('Berkshire Hathaway HomeServices Rocky Mountain Realtors',)"", 'full address: 4710 Table Mesa Dr, Boulder, CO 80305, USA', 'coordinates: (39.9850496, -105.2390127)', 'postal code: 80305', 'state: CO']",80.0
29,TdUzuS3YMPnJ9EiS_uyaUA,matilde's photo & framing,"581 Boylston St, Ste 707B",Boston,MA,02116,42.350493,-71.076688,4.5,97,1,"{'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Session Photography, Photographers, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-14:0'}","['name: (""Matilde\'s Photo & Framing"",)', 'full address: 581 Boylston Street, Suite 707B, Door Code, # 7072, Boston, MA 02116, USA', 'coordinates: (42.35060199999999, -71.076719)', 'postal code: 02116', 'state: MA']",60.0
30,UdEokmmuwdQHQQYTq7XBIA,Starbucks,7000 NE Airport Way Mb 23,Portland,OR,97218,45.588711,-122.59583,2.5,25,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'WiFi': ""u'free'""}","Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '4:0-21:0', 'Wednesday': '4:0-22:0', 'Thursday': '4:0-21:0', 'Friday': '4:0-21:0', 'Saturday': '4:0-21:0', 'Sunday': '4:0-21:0'}","[""name: ('Starbucks',)"", 'full address: 7000 NE AIRPORT WAY MB 23, Portland, OR 97218, USA', 'coordinates: (45.58871, -122.59583)', 'postal code: 97218', 'state: OR']",60.0
31,W6P52hLE-ZJSwdxyslkrAQ,Sprouts Farmers Market,4330 East-West Connector,Smyrna,GA,30082,33.84233,-84.50129,3.0,98,1,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Grocery, Food, Specialty Food, Health Markets, Organic Stores, Farmers Market","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}","[""name: ('Sprouts Farmers Market',)"", 'full address: 4330 East-West Connector, Smyrna, GA 30082, USA', 'coordinates: (33.84233, -84.50129)', 'postal code: 30082', 'state: GA']",80.0
32,-L69Ix0-xX4BlHA61fGvrQ,Chicken Express,"8300 N Fm 620, Bldg H",Austin,TX,78726,30.421286,-97.846105,3.5,73,1,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DriveThru': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True'}","Fast Food, Restaurants, Food, Juice Bars & Smoothies, Chicken Wings","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}","[""name: ('Chicken Express',)"", 'full address: 8300 N FM 620, Austin, TX 78726, USA', 'coordinates: (30.421277, -97.8461066)', 'postal code: 78726', 'state: TX']",60.0
33,kOOs4hpmS7WZTUTge8fdbw,Bella Ceramica,1475 Marine Drive,West Vancouver,BC,V7T 1B8,49.3282776854,-123.1554915852,4.0,7,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True'}","Specialty Schools, Shopping, Art Classes, Art Supplies, Arts & Entertainment, Education, Arts & Crafts, Art Schools, Art Galleries, Event Planning & Services, Gift Shops, Party & Event Planning, Flowers & Gifts","{'Monday': '12:0-17:0', 'Tuesday': '10:30-18:30', 'Wednesday': '10:30-18:30', 'Thursday': '10:30-18:30', 'Friday': '10:30-21:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}","[""name: ('Bella Ceramica',)"", 'full address: 1475 Marine Dr, West Vancouver, BC V7T 1B8, Canada', 'coordinates: (49.3283546, -123.1560924)', 'postal code: V7T 1B8', 'state: BC']",80.0
34,nuKCFdYdmSUsIthjcD8wxg,Central Self Storage,1323 NW 16th Ave,Portland,OR,97209,45.5324704,-122.6878673,4.0,10,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Movers, Self Storage, Home Services","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '8:0-14:0'}","[""name: ('Central Self Storage',)"", 'full address: 1323 NW 16th Ave, Portland, OR 97209, USA', 'coordinates: (45.5327451, -122.6876767)', 'postal code: 97209', 'state: OR']",80.0
35,U1vAzp9M3gkLNYuXiL_MUQ,Hill Country OB/GYN,9805 Brodie Ln,Austin,TX,78748,30.1858858,-97.8466124,2.5,174,1,"{'ByAppointmentOnly': 'True', 'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}","Obstetricians & Gynecologists, Health & Medical, Doctors, Family Practice","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '8:0-12:0'}","['name: Hill Country OB/GYN Associates', 'full address: 9805 Brodie Ln, Austin, TX 78748, USA', 'coordinates: (30.18612019999999, -97.8465116)', 'postal code: 78748', 'state: TX']",100.0
